,U.S. National,20-City Composite,CA-San Francisco,CA-Los Angeles,WA-Seattle,CA-San Diego,NY-New York,IL-Chicago,TX-Dallas,MA-Boston,CO-Denver,AZ-Phoenix,FL-Miami,GA-Atlanta,10-City Composite,DC-Washington,NV-Las Vegas,FL-Tampa,OR-Portland,NC-Charlotte,MI-Detroit,MN-Minneapolis,OH-Cleveland
01-01-2000,100.551,100.5896966,101.4499538,101.0312094,101.0772683,101.1045652,100.33923,100.5648396,100.7133634,100.9198171,100.663014,100.4128546,99.94340919,100.3782066,100.7453027,100.8718324,100.4013792,100.0762687,100.5925808,100.6651335,100.1456249,100.1886986,100.5313767
01-02-2000,101.339,101.6924792,104.1706042,102.0434064,101.6579955,102.4095764,101.2406567,101.411386,103.0373175,101.8942215,101.6525472,100.9384967,100.4737866,101.2897221,101.8931689,101.7012372,100.904482,100.7886426,101.2482199,101.1032567,100.8760638,100.9717054,100.5090319
01-03-2000,102.127,102.7838283,107.3372227,103.2246994,102.9441449,104.0909453,102.0606313,102.4277596,102.7090251,102.6510122,102.7355906,101.7151348,101.0864618,101.6755418,103.15435,102.8941892,101.437483,101.4470557,101.5559331,101.1356707,101.3743405,101.6311664,101.1666139
01-04-2000,102.922,103.9964443,110.632994,104.159399,103.4823663,105.707104,103.1325035,103.4111918,103.2767497,104.3476524,103.5434323,102.2720774,102.0112627,102.7031453,104.5308427,103.9540369,101.5957005,102.3057172,102.1766414,102.271217,101.7643034,102.9747959,101.7382337
01-05-2000,103.677,105.2528181,113.8005135,104.9246978,104.2171882,107.1348493,104.9158686,104.3911075,103.715387,106.0095428,105.3022503,102.9890356,102.7529685,103.2673024,106.0119793,104.9246176,102.0469294,103.3905458,102.0755541,102.2438202,102.5783676,104.4066828,102.1589563
01-06-2000,104.424,106.4025242,116.8151059,105.693407,104.4325625,108.9672096,106.0646994,105.5093608,103.615353,107.9302733,106.9080687,103.7034543,103.4057954,104.1368855,107.3355432,105.7185093,102.2784767,104.2270217,102.1896571,102.6939287,103.2753476,105.6098484,102.0410369
01-07-2000,105.054,107.134019,117.8649973,106.3246871,104.9357644,110.3165335,107.0202911,106.0311411,104.0482115,108.9245284,108.2991328,104.0826017,103.6962614,104.316815,108.1707532,106.7113598,102.6734787,105.0311906,102.4004021,102.2504643,103.99188,106.387834,101.9299375
01-08-2000,105.768,107.8614383,119.0478372,106.9666326,105.2198095,111.6727459,108.0247498,106.4225177,104.3577966,110.1291741,109.2996236,104.4966366,104.35609,104.700671,109.0675936,107.7926427,103.2220011,105.4140518,102.6452631,102.5247294,104.2260728,107.3556195,102.1932892
01-09-2000,106.538,108.61014,120.4148557,107.8867872,105.6243829,112.6560746,108.8255102,106.7101026,105.0762336,111.3708454,110.5514339,104.9660752,105.1079677,104.7786927,110.0270651,108.9946546,103.8936804,105.9062522,102.8113356,102.5164413,104.6521813,108.4654877,102.5189788
01-10-2000,107.382,109.4868588,123.2500153,108.808657,105.8171483,113.4697619,109.7860036,106.9778297,105.5113314,112.9694188,111.7279527,105.3255618,106.0967006,105.4223614,111.1716165,109.8719599,104.675437,106.5093753,103.0260005,102.8567349,105.0615713,109.6255688,103.202904
01-11-2000,108.302,110.5717072,126.4431116,109.983919,106.4012281,115.2529986,110.6366844,107.4722863,106.2834623,114.770249,113.0985695,105.798722,107.403798,106.0378775,112.5021519,111.0880112,105.0359555,108.1887997,103.3389171,103.1750594,106.0946495,111.1564556,103.5570284
01-12-2000,109.142,111.8008718,130.061234,110.7160055,107.2888576,116.9609436,111.8395435,108.1494834,106.5659516,116.9504965,114.5405618,106.012883,108.6589524,106.5756192,113.9313391,112.4042338,105.5192317,109.8084811,104.1085059,103.0048611,106.6794305,111.7315198,104.2201218
01-01-2001,109.846,113.0534978,133.0402443,112.0314765,107.7686851,118.9013667,112.9362585,108.9228475,107.2374154,118.8376382,115.5055318,106.4036782,110.2410822,107.072559,115.4302805,113.7944111,105.7701062,110.8979385,104.6038975,103.5371013,107.327208,113.3549119,104.5378385
01-02-2001,110.501,114.1268577,135.0752611,112.9028992,107.9102411,120.1441848,114.2519526,109.5209268,108.3763506,120.4067082,116.8803771,106.8818861,111.0737813,107.4311992,116.6912984,115.3905908,106.1714893,111.7055801,104.8548691,103.8715648,107.5049231,114.5013144,104.8515108
01-03-2001,111.108,115.0851956,134.936974,114.1784971,108.1454943,122.3211862,115.3142241,110.3573887,109.0833018,121.5561498,117.238787,107.4563694,112.2704672,107.8180684,117.7248638,116.838318,106.9856164,112.4152113,105.1013352,104.0025097,108.041081,116.3910356,104.9671304
01-04-2001,111.652,115.8405507,133.855792,114.6367962,109.0337931,123.3616079,116.3649666,111.2885846,109.9002997,122.7395987,118.5200773,108.0815048,113.5252428,108.3548855,118.5003141,118.6305676,107.9476744,113.4515463,105.4233763,103.8687143,108.3903695,117.2732107,104.7817543
01-05-2001,112.164,116.3007427,132.6620078,115.2573891,109.2368877,124.2777397,116.9782085,112.0870496,110.0575738,123.1776462,119.2530309,108.7053589,114.7737642,108.6478835,118.952874,119.2568578,108.7427129,113.7641301,105.9555675,104.2202034,108.8495265,118.2843082,105.2518097
01-06-2001,112.797,116.8997503,130.8338033,115.7346111,109.7398447,124.5157597,118.0750681,113.2163715,110.4809267,124.4397083,119.9740917,109.0207494,115.9053585,109.3060094,119.5022325,120.2462948,109.5067241,115.1989234,106.5914852,104.3233181,109.1420667,119.6755968,105.6779677
01-07-2001,113.491,117.4966011,129.2811055,116.3756319,109.9912591,125.2859718,119.2232072,114.2107239,110.4215331,125.6014933,120.3902104,109.5119102,117.1336269,109.6704542,120.1022985,121.0806868,110.3045267,116.1561576,107.3438145,104.8353812,109.6610378,121.2571627,106.4754227
01-08-2001,114.167,118.2452287,128.3306187,117.3585192,110.554289,125.8703155,120.5863682,115.2511652,110.6340069,126.9430993,120.9636719,109.8604778,118.2926518,110.1915026,120.9542972,122.0872402,110.9728524,117.8462034,108.01678,104.6256981,110.4128118,122.1184681,106.9814519
01-09-2001,114.812,119.0279528,128.1842025,118.3400899,111.2109413,126.9777223,121.9830036,116.0953726,110.5229464,128.1460976,121.5056595,110.2765553,119.5218382,110.6691039,121.9521494,123.1038102,111.7007453,118.1249579,108.342275,104.7309035,110.8528259,123.1955884,107.2734373
01-10-2001,115.31,119.694048,128.2106525,119.3156615,111.5954946,128.1520651,123.0949151,116.5205979,111.2041791,129.1332968,121.6978792,110.7513744,121.0906198,111.0543763,122.8096469,124.1343564,112.0801174,118.8759706,108.5344283,104.5258555,111.102964,124.095356,107.0055251
01-11-2001,115.857,120.2747432,127.6748975,120.3032064,112.035965,129.3508813,124.4044392,116.8041676,111.4460563,130.181565,121.6419636,111.0989881,122.7012122,111.1762232,123.6225562,125.0464001,112.9690871,119.5440122,108.4407394,104.501182,110.9314918,125.2825289,106.7669906
01-12-2001,116.455,120.672264,126.8430877,121.2896214,112.0679726,129.9879871,124.5753364,117.0897046,111.99383,130.5095121,121.6247673,111.6535516,123.7657784,111.2975831,124.0194174,126.1781122,113.5169003,119.8850945,108.4060967,104.6099272,111.2509471,125.9766534,106.3689353
01-01-2002,117.143,121.3603204,126.842058,122.7065072,112.8363107,130.3181933,125.379915,117.5051496,112.541909,131.3530071,122.0969469,112.1573854,124.4981638,111.669465,124.8272629,127.2457014,114.4515491,120.395793,108.9251212,104.7848466,111.468551,126.4199766,106.8768846
01-02-2002,117.844,122.1908205,127.6140967,123.9895208,113.26396,131.729696,126.0977107,118.1213874,112.7492135,131.7735762,122.3932651,112.7909985,125.4276806,112.2786225,125.7585691,128.8238204,115.0039725,120.7000335,109.5302506,105.2631257,112.152838,126.978785,107.4248326
01-03-2002,118.687,123.3214701,129.5599389,125.4560743,113.5728411,133.1933988,127.3206372,118.7218105,113.2342256,132.9679083,123.1059865,113.2063827,126.6489171,112.696574,127.0352102,130.1388684,115.4045698,122.9581468,111.1355038,105.6067109,112.335337,128.1233039,107.9738505
01-04-2002,119.611,124.5077602,132.1103723,126.8519021,113.5253189,135.6485898,128.6930191,119.6348436,113.3695828,134.5278041,123.3321272,113.6804644,128.0933026,112.7755693,128.5396889,131.6233106,115.3987123,123.7070473,111.0611708,106.1541441,112.3204334,128.9946824,108.3572551
01-05-2002,120.724,125.9244659,134.7483562,128.6919851,113.7289096,138.1328038,130.4848082,120.339117,113.4649704,136.681798,124.0086406,114.1978536,129.7919165,112.9404494,130.3398618,133.2949202,115.8738373,124.9503215,111.5249429,106.1393716,112.8180031,130.2200393,108.590302
01-06-2002,121.813,127.3884746,137.5691871,130.772304,114.0536345,140.5380719,132.4956323,121.0532385,113.1902788,138.7718366,124.2546811,114.6767189,131.5675026,113.2531556,132.2166933,134.8405683,116.3382151,125.5976778,111.2987417,106.2081356,113.3768914,131.2041351,109.1491427
01-07-2002,122.888,128.8795886,139.373338,132.8587144,114.4553195,142.8720762,134.85441,121.8597314,113.1793869,140.5415643,124.6760478,114.9940438,133.4807435,113.6674999,134.0978541,136.9985872,116.8268361,126.8532607,112.2729051,106.1526073,114.0326526,132.2891624,109.4570897
01-08-2002,123.831,130.3072787,141.1079112,135.0852174,114.7553519,145.7048375,137.0033486,122.6348996,113.5626207,142.3079379,124.6110154,115.2858062,134.9079969,114.0228449,135.9545796,138.9549716,117.2726685,127.7535789,112.0154881,106.732703,114.5454596,133.2857395,109.4880697
01-09-2002,124.78,131.5269213,141.8508326,137.2367329,115.046259,148.0427108,138.8266568,123.4835619,113.7406154,144.2031284,124.6669502,115.539613,136.5818412,114.169981,137.6070055,140.8022392,117.8044941,128.5738401,112.205483,107.0559652,114.7971177,133.8947049,109.4130758
01-10-2002,125.735,132.8466316,142.8182907,139.7231076,115.4338183,150.5892367,140.8017514,124.3509237,113.8646786,145.8483898,125.0002609,115.8141971,138.2664212,114.6000578,139.3681067,142.4489351,119.1616607,129.2007807,112.3339924,107.3102082,114.8778917,135.2622583,109.5824296
01-11-2002,126.67,134.0969648,143.6332201,141.8243847,115.9076759,153.0405981,142.843488,125.3167017,113.8555578,147.40932,125.5550035,116.2411878,139.8373196,114.9270405,141.0070265,143.8658276,120.6010859,130.2565357,113.0020338,107.3409101,115.527099,136.1349107,109.7662341
01-12-2002,127.624,135.4052598,143.8192862,143.9820633,116.6296953,155.1977292,144.9136048,126.3662074,114.1927798,147.858349,125.7120329,116.7144982,141.7057948,115.2594165,142.5653198,145.5904868,122.0057804,131.830378,113.8020354,107.7157943,115.6068397,137.9123737,110.2266174
01-01-2003,128.461,136.466797,143.7339156,145.7524027,116.8455829,157.2957795,146.6389907,127.2223758,114.7140915,148.5245787,125.6195069,117.7099069,143.7750674,115.6546624,143.8620949,146.6768508,122.9138098,133.271389,114.6137077,108.3774756,115.7042016,138.8610654,110.8923018
01-02-2003,129.356,137.4528279,143.8503241,147.3087552,117.4795975,158.5003839,147.9371012,128.2111785,114.8235603,149.697894,125.5986597,118.607942,145.8722575,115.9571903,145.0407733,147.9439935,123.7485896,134.6618959,115.4001284,108.7542056,115.3437501,140.0442346,111.7011079
01-03-2003,130.148,138.3788176,143.9563349,148.8817378,117.9992138,159.6986683,149.2163183,129.4855191,113.9560229,150.9728633,126.111025,119.5633615,147.3891277,116.6831166,146.1364394,148.6999304,124.331117,135.520305,116.0001317,108.4335433,116.1707006,140.5726606,112.0465635
01-04-2003,130.885,139.2500479,144.2986958,150.4855613,118.4666723,161.0984801,150.3398951,129.7828275,113.5806916,151.6417624,125.9157513,119.9005067,148.6999611,116.6014659,147.1396757,149.9296946,125.2878583,136.6267384,116.3929304,107.9845711,117.1193722,141.5145853,112.5956821
01-05-2003,131.735,140.1469972,144.3747926,152.2882844,118.8851887,162.5826094,151.491934,130.528969,113.6269719,151.8789778,125.777563,120.2907911,149.7636176,116.8555976,148.1923731,151.3691703,125.9702931,138.11743,116.9281172,107.713792,118.1077137,142.2515033,112.9772112
01-06-2003,132.649,140.9197188,144.8403115,154.0628762,119.3610205,164.2007488,152.247026,131.0227089,114.1545133,152.3787308,125.0805289,120.6650738,150.720361,116.8215618,149.132051,152.996332,126.9435193,138.6657445,117.6670133,108.0361579,117.8390742,142.5928439,113.3594262
01-07-2003,133.777,142.1188788,146.1748428,157.0161315,119.9652884,166.3591905,153.2896843,131.6989269,114.3457666,152.8919984,125.1645158,121.2822735,152.776178,117.0367862,150.6466021,154.7130993,128.3570139,139.3518804,118.3149461,108.1501499,117.7945802,143.7984691,113.793352
01-08-2003,134.968,143.5518394,147.7957009,160.1046648,121.0171546,169.4271172,154.4867371,132.1947266,114.3634274,153.5646929,125.5974754,122.0967762,155.050979,117.3214854,152.4352895,156.7933978,130.4353848,139.7002895,118.8775123,108.6681123,117.8318601,144.7790872,114.4147633
01-09-2003,136.294,145.2612728,149.6370172,163.5882619,121.6985751,173.151034,156.3631506,133.2858007,114.3904431,154.6070589,125.8291756,123.043044,157.0674753,117.7235727,154.6582246,159.2560198,132.6996326,141.864562,119.4521391,108.6028435,118.1291396,145.8737926,115.0938122
01-10-2003,137.532,146.9904574,151.5500995,167.0564668,122.8347033,177.1534655,157.9767316,134.447004,114.5054185,155.9018892,126.2980933,123.9063449,159.0842377,118.0287124,156.8144478,161.6939739,135.7037978,143.2851661,120.3382405,109.9611297,118.7979543,146.9700129,115.7312325
01-11-2003,138.795,148.8229191,153.7302414,170.7570631,123.5199504,181.112399,160.0162329,135.6524809,114.6269021,157.6826909,126.7962008,124.9745511,160.7538563,118.4450636,159.1698846,164.165002,138.7973824,144.8764106,121.4049357,110.6135491,119.1139566,148.0428744,116.1573075
01-12-2003,140.18,150.7589712,155.987254,174.7845973,124.8350508,185.0452314,161.8944561,137.0408819,114.425333,159.3034703,127.2640995,126.2474465,162.604923,118.6938528,161.6420896,166.5218998,143.0771149,145.2327637,122.3851404,111.1991573,119.4409597,148.7533462,116.3668461
01-01-2004,141.647,152.625089,157.8431154,178.7737587,125.5832486,188.6295373,163.6428134,138.0252836,114.9339852,160.5727981,128.0829333,127.2893401,164.8300585,119.2967154,164.0069917,169.5353032,147.2386966,147.999063,123.1392359,110.4945383,119.7727266,150.0001617,116.4626856
01-02-2004,143.192,154.5365262,159.953927,182.9149417,126.5822892,192.6708759,165.4502877,138.7624242,115.365423,161.9873514,128.6404436,128.397399,167.046328,119.5742778,166.4185722,171.7954566,151.6328314,149.5132238,123.921478,110.7106011,120.0050226,151.2615483,116.8527476
01-03-2004,145.058,156.9182192,162.2127332,188.7866576,127.5261196,199.0584891,167.47982,139.610647,114.4899477,163.2533477,129.2500167,129.6369865,170.3128242,120.1514892,169.4799609,174.6480266,159.8350311,152.6687461,124.183032,111.2827628,120.9502548,152.7939457,117.0965484
01-04-2004,146.592,159.3596357,164.534527,194.5002641,128.5972039,204.923244,169.1423384,140.1710419,114.7124594,165.5314876,129.2902897,130.9273239,173.1014299,120.865727,172.4831112,177.8455367,167.5099124,153.2278576,125.6818313,112.0880599,121.37821,154.4437858,118.0140299
01-05-2004,148.186,161.7511667,166.7999821,199.7377442,129.8798314,211.0839985,171.1441648,141.4729618,115.1532807,166.1745142,129.3119754,132.4655288,176.5602725,120.9406361,175.542157,182.0080892,175.4259197,155.3634109,126.6213227,112.5188801,122.167379,154.9312848,117.8811206
01-06-2004,149.851,164.3054692,169.8352985,205.278649,131.0946848,216.7246941,173.3473961,142.3152589,115.4996584,167.5167359,129.8435603,133.9242156,179.8376404,120.8948465,178.8425079,186.7273679,185.0011813,157.8340434,127.5131629,112.6199933,121.8042908,156.2315937,117.9203593
01-07-2004,151.338,166.3871748,172.094446,209.297225,132.25742,221.8727671,175.6482,143.2319283,115.7738695,168.1412055,129.9698122,135.8000171,183.3186134,121.2902941,181.5283412,189.8994129,193.5972763,159.9502673,128.4537804,112.7418426,121.6004124,156.5417818,117.9166127
01-08-2004,152.634,168.0715615,174.5344584,211.1491374,133.1196552,225.1220851,177.28347,143.8475108,115.9085506,169.2891097,130.3521793,137.5650148,186.6991994,121.7247686,183.532421,193.0503942,199.3969075,162.5786372,129.6290841,112.5201359,121.6044668,157.3125292,118.074967
01-09-2004,154.18,169.6542979,177.0168456,212.7178194,134.234176,227.9867062,179.1223687,145.1819951,115.9401992,170.1588056,130.5140655,140.5732003,190.3905899,122.2428031,185.5219116,196.1187798,203.0196679,165.0829197,131.1662041,112.5938174,121.7997842,157.2979999,118.5327691
01-10-2004,155.752,171.2970065,180.0477764,213.8687736,135.2370123,230.2674195,181.1249497,146.1664164,116.228217,172.0483406,131.2708919,143.8046766,193.5436076,122.7244348,187.447484,199.5472187,205.2661624,167.9594994,132.7209343,113.047891,122.111498,158.1867827,118.6331317
01-11-2004,157.528,173.0868879,183.278193,216.0223923,137.2847029,231.7625684,182.9285883,147.2503035,116.4660995,173.0521885,131.8710871,147.696182,197.0715479,123.2330238,189.4914145,203.1521547,206.8568418,170.5881589,134.095813,113.8260778,122.4379868,158.8701143,119.3184201
01-12-2004,159.331,175.0860926,187.1143378,218.1292285,139.1152249,234.3004674,184.5991608,148.5852371,117.0354783,174.3185785,132.7550642,152.1519777,200.8735663,123.948587,191.7594275,206.9746453,208.1852412,173.5702952,135.2205015,114.7655461,122.7017076,159.6756123,119.7533273
01-01-2005,161.289,177.5460775,191.6210966,221.4713598,141.626524,236.7143871,187.1720116,150.0412024,117.5581212,175.7596221,133.3952117,156.3291374,205.3398833,124.6365024,194.6035138,210.7999374,209.1559587,177.2422594,136.7749576,115.1299018,123.2648388,161.3987957,121.1346893
01-02-2005,163.344,180.249477,196.018995,225.2073347,143.034593,239.0280218,189.7922718,151.8230594,118.2687718,177.9356052,134.3703211,161.6481843,210.0508402,125.4442938,197.7780254,215.1805498,211.679773,180.8357081,138.2768175,115.6424139,123.956723,162.6765595,121.9016183
01-03-2005,165.813,183.1879641,200.4687705,229.7468926,145.3319509,239.9155653,193.1884876,153.9954312,118.9371489,179.4601691,134.6566867,167.7971626,215.9587691,126.1905172,201.2790365,220.9925588,213.6633425,185.2656922,140.1986728,115.4453193,124.7631032,163.7647145,121.6296434
01-04-2005,167.502,185.5147323,202.3076823,233.4435449,146.7704098,241.2988245,195.1706774,154.6039259,119.0333854,180.493222,135.0899704,174.6366055,222.349377,127.0067816,203.828769,225.7638957,216.193474,188.4473006,142.1044992,115.4655098,125.5386537,165.0675687,121.8775811
01-05-2005,169.351,187.5497843,204.8211339,237.1054385,148.7715266,242.329238,196.7322631,155.2749253,119.2788427,180.7100421,135.1288845,181.1306579,227.5602529,127.2912844,206.0843167,229.7370131,217.9855769,192.0071455,144.4768821,116.0205474,126.49999,165.169828,121.9076119
01-06-2005,171.191,189.5303566,207.1949683,240.583339,150.7867884,243.6539782,198.1971227,156.0730363,118.9961412,180.0831249,134.9384003,188.9478476,233.9546225,127.8154652,208.2243745,233.7852455,219.4369364,196.8024506,147.5672441,116.9898062,125.8619745,165.4179137,121.6118868
01-07-2005,172.86,191.3792584,209.3076868,244.2625803,152.8298053,244.5163974,199.8110188,156.6173673,119.3743102,180.0119871,134.9697848,196.1594672,239.2236846,127.7642841,210.2765872,236.7815736,220.4597764,201.1148872,150.4187147,117.6989583,125.2639981,165.2084292,121.4491964
01-08-2005,174.442,193.3674647,210.714955,248.2838322,155.1056653,245.5040703,201.4987951,156.5552176,119.5549905,179.70098,135.2374572,203.0042677,244.9378841,127.9255433,212.3175061,238.9965999,222.0231047,206.3913357,153.4146658,118.5134084,124.6764657,165.3222443,121.4277085
01-09-2005,176.437,195.6200739,212.697774,252.8411072,157.5274165,245.9517544,204.0755542,157.9664854,120.3368112,180.1476343,135.9088316,209.577411,250.6965533,127.9456358,214.9711,241.3890924,223.7733687,211.7129306,156.4617929,118.5906809,124.654591,165.5864963,121.6556091
01-10-2005,178.027,197.8829666,214.1249483,257.7433279,159.8335301,247.7134987,206.6792887,159.1538044,120.9353119,180.0129209,136.6096108,213.6183347,255.8711081,128.8469952,217.4586003,243.7679379,225.5766896,217.8907059,159.0791931,119.9284681,125.1213531,166.9076617,121.9908218
01-11-2005,179.68,200.1482773,215.5146992,261.6635094,162.4827064,249.5455979,209.3212124,161.3249675,122.1079357,180.8119289,137.2211582,217.4109162,259.9217036,129.745797,219.9410765,246.2204728,227.9091638,222.5749475,161.7748479,120.3688641,125.6849748,168.2862929,122.4919187
01-12-2005,180.91,202.1772379,216.4137644,265.4193716,164.8273475,249.8698888,212.0522288,162.6463901,122.8339503,180.4376921,137.9194749,220.1777587,263.9400107,130.7050302,222.1804485,248.4379297,229.8884396,226.0025776,164.2338776,121.569624,126.3438173,169.3292626,122.8402672
